LFQ intensity MCI_003,LFQ intensity MCI_154,LFQ intensity MCI_242,LFQ intensity MCI_219,LFQ intensity MCI_068,LFQ intensity CTRL_019,LFQ intensity CTRL_275,LFQ intensity CTRL_375,LFQ intensity CTRL_351,LFQ intensity CTRL_111,LFQ intensity AD_214,LFQ intensity AD_082,LFQ intensity AD_075,LFQ intensity AD_078,LFQ intensity AD_059,Protein IDs,Protein names,Gene names,Fasta headers
0,24927272,9818076,21300860,0,0,0,0,0,0,14729401,0,0,14352563,29391042,P01599,Ig kappa chain V-I region Gal,,sp|P01599|KV117_HUMAN Immunoglobulin kappa variable 1-17 OS=Homo sapiens OX=9606 GN=IGKV1-17 PE=1 SV=2
336385120,429813568,196192768,293300320,201887152,719236864,208632512,267017264,196468720,557894016,291837600,230442672,175185216,294836192,167659024,P01619,Ig kappa chain V-III region B6,,sp|P01619|KV320_HUMAN Immunoglobulin kappa variable 3-20 OS=Homo sapiens OX=9606 GN=IGKV3-20 PE=1 SV=2
0,410558784,148354192,138817600,0,257796608,109401376,0,167441568,420834432,0,117303480,0,0,0,P01624,Ig kappa chain V-III region POM,IGKV3D-7,sp|P01624|KV315_HUMAN Immunoglobulin kappa variable 3-15 OS=Homo sapiens OX=9606 GN=IGKV3-15 PE=1 SV=2;sp|A0A0C4DH55|KVD07_HUMAN Immunoglobulin kappa variable 3D-7 OS=Homo sapiens OX=9606 GN=IGKV3D-7 PE=3 SV=5
0,134360848,91841336,0,0,49926824,53064788,0,0,153915136,60974592,0,0,68104920,0,P01700,Ig lambda chain V-I region HA,,sp|P01700|LV147_HUMAN Immunoglobulin lambda variable 1-47 OS=Homo sapiens OX=9606 GN=IGLV1-47 PE=1 SV=2
0,82885776,60124328,39090380,0,101702280,17650596,13168016,20192188,28625142,0,0,17635950,24095214,0,P01701,Ig lambda chain V-I region NEW,,sp|P01701|LV151_HUMAN Immunoglobulin lambda variable 1-51 OS=Homo sapiens OX=9606 GN=IGLV1-51 PE=1 SV=2
72151864,48243600,30462224,182679520,31488876,0,0,0,26442890,23180796,25548196,59904064,0,69135496,27338298,P01714,Ig lambda chain V-III region SH,,sp|P01714|LV319_HUMAN Immunoglobulin lambda variable 3-19 OS=Homo sapiens OX=9606 GN=IGLV3-19 PE=1 SV=2
0,0,0,48637712,0,27620014,8751054,23614302,17754472,142274048,0,0,0,0,0,P01717,Ig lambda chain V-IV region Hil;Ig lambda chain V-IV region Kern,IGLV3-16,sp|P01717|LV325_HUMAN Immunoglobulin lambda variable 3-25 OS=Homo sapiens OX=9606 GN=IGLV3-25 PE=1 SV=2;sp|A0A075B6K0|LV316_HUMAN Immunoglobulin lambda variable 3-16 OS=Homo sapiens OX=9606 GN=IGLV3-16 PE=3 SV=2;sp|P01718|LV327_HUMAN Immunoglobulin lambda
147813728,160766416,130096312,126030312,105818152,172833168,130861320,187403680,114723480,246500384,117731688,110224688,97236920,108932448,57712716,P01780,Ig heavy chain V-III region JON;Ig heavy chain V-III region WEA;Ig heavy chain V-III region TRO,IGHV3-21,sp|P01780|HV307_HUMAN Immunoglobulin heavy variable 3-7 OS=Homo sapiens OX=9606 GN=IGHV3-7 PE=1 SV=2;sp|A0A0B4J1V1|HV321_HUMAN Immunoglobulin heavy variable 3-21 OS=Homo sapiens OX=9606 GN=IGHV3-21 PE=1 SV=1;sp|P01763|HV348_HUMAN Immunoglobulin heavy varia
130261152,297601120,170352592,123284552,159586400,939214720,822046976,314827392,787608064,882914240,110941416,69816392,50489076,79998976,105975320,P01834,Ig kappa chain C region,IGKC,sp|P01834|IGKC_HUMAN Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2
2318552064,5297250304,4323042816,2424110592,3885458432,8246916096,6488993792,858963456,3565971456,3938425856,2195581440,1209592576,1343463168,2297608448,1484038144,P01859,Ig gamma-2 chain C region,IGHG2,sp|P01859|IGHG2_HUMAN Immunoglobulin heavy constant gamma 2 OS=Homo sapiens OX=9606 GN=IGHG2 PE=1 SV=2
2639670528,3796800512,2875278080,1593352064,2753146624,4430827520,6252744192,3077982464,3914720000,4094650368,1551930240,1432860288,2122640896,3593274880,1435861504,P01860,Ig gamma-3 chain C region,IGHG3,sp|P01860|IGHG3_HUMAN Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2
13363545,396979264,164803360,159707984,194940384,138454160,744254656,279082208,820256576,114582080,1399003648,316192672,536737088,1300998400,420955552,P01861,Ig gamma-4 chain C region,IGHG4,sp|P01861|IGHG4_HUMAN Immunoglobulin heavy constant gamma 4 OS=Homo sapiens OX=9606 GN=IGHG4 PE=1 SV=1
139645488,178899808,95385296,81957512,122123536,129624880,115146560,238091392,725467456,197281808,260336528,60587148,64653168,138448096,103437504,P01871,Ig mu chain C region,IGHM,sp|P01871|IGHM_HUMAN Immunoglobulin heavy constant mu OS=Homo sapiens OX=9606 GN=IGHM PE=1 SV=4
1508096128,9935763456,8455287296,4260938752,4624396288,4857483776,2953911040,4165025536,3406744832,3000974080,1970096768,3737995264,1041463488,3461390848,2156085248,P01876,Ig alpha-1 chain C region,IGHA1,sp|P01876|IGHA1_HUMAN Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2
125284536,103348080,107448680,132725376,166710688,142979168,146840112,137872992,109460544,123516656,165609664,166032768,165607840,71628104,150937216,P02452,Collagen alpha-1(I) chain,COL1A1,sp|P02452|CO1A1_HUMAN Collagen alpha-1(I) chain OS=Homo sapiens OX=9606 GN=COL1A1 PE=1 SV=5
32391094272,30029514752,27893096448,32846909440,33323202560,17545437184,16763471872,18723880960,22767996928,20935133184,25282035712,29764816896,26017210368,28117678080,32506535936,P02647,Apolipoprotein A-I;Proapolipoprotein A-I;Truncated apolipoprotein A-I,APOA1,sp|P02647|APOA1_HUMAN Apolipoprotein A-I OS=Homo sapiens OX=9606 GN=APOA1 PE=1 SV=1
27821580288,21407258624,20320722944,21253357568,19545636864,20819628032,22782183424,29747185664,22549587968,20300830720,23841898496,29392914432,28473792512,26516228096,25675819008,P02649,Apolipoprotein E,APOE,sp|P02649|APOE_HUMAN Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1
4334122496,3556389376,4411989504,4809452032,4826763776,1839065600,2166905600,3567923712,3092096256,3043191296,4567581184,4467885056,4716118528,3869477888,4242628864,P02652,Apolipoprotein A-II;Proapolipoprotein A-II;Truncated apolipoprotein A-II,APOA2,sp|P02652|APOA2_HUMAN Apolipoprotein A-II OS=Homo sapiens OX=9606 GN=APOA2 PE=1 SV=1
181749744,195132352,153113232,228948496,169368688,140753456,118652808,81900680,92668480,145503040,168574480,150589984,115717640,253405760,175197504,P02654,Apolipoprotein C-I;Truncated apolipoprotein C-I,APOC1,sp|P02654|APOC1_HUMAN Apolipoprotein C-I OS=Homo sapiens OX=9606 GN=APOC1 PE=1 SV=1
85262800,0,49174760,115848200,78956512,0,51509156,78835736,91167800,63565100,75473976,50639400,40143724,83955496,0,P02655,Apolipoprotein C-II;Proapolipoprotein C-II,APOC2,sp|P02655|APOC2_HUMAN Apolipoprotein C-II OS=Homo sapiens OX=9606 GN=APOC2 PE=1 SV=1
122630512,75706264,91932664,154795856,49157584,210854256,89658648,331853184,204260960,87205688,134457744,174728192,94118048,114695784,114492768,P02656,Apolipoprotein C-III,APOC3,sp|P02656|APOC3_HUMAN Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1
841850048,1298958720,1488862848,1063647680,1260194048,982441408,519315936,651191808,1121533056,823820608,1094957696,1195247744,1550675584,2274622976,2719939072,P02671,Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain,FGA,sp|P02671|FIBA_HUMAN Fibrinogen alpha chain OS=Homo sapiens OX=9606 GN=FGA PE=1 SV=2
736837376,1030745728,1255000704,899051008,1113613696,1259184128,691945984,677569792,1115938944,993494016,906104256,743677632,1027419136,1528649088,1819069568,P02675,Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain,FGB,sp|P02675|FIBB_HUMAN Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2
546306112,790184128,974382208,877451328,998986048,1048477056,493726656,570753920,807194368,849046400,655902592,738288896,856773696,1307705600,1425520640,P02679,Fibrinogen gamma chain,FGG,sp|P02679|FIBG_HUMAN Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3
0,129359800,76843504,0,0,81860304,84967448,125246024,0,109064584,164050688,224345504,165405872,132837376,188817040,P02745,Complement C1q subcomponent subunit A,C1QA,sp|P02745|C1QA_HUMAN Complement C1q subcomponent subunit A OS=Homo sapiens OX=9606 GN=C1QA PE=1 SV=2
391109664,312548160,314350784,304270592,351125600,262772272,375084384,357182048,275743840,303754848,292569632,335319072,391620320,333685472,536557376,P02746,Complement C1q subcomponent subunit B,C1QB,sp|P02746|C1QB_HUMAN Complement C1q subcomponent subunit B OS=Homo sapiens OX=9606 GN=C1QB PE=1 SV=3
507996320,424302432,378995904,435168320,481232576,311958720,484749792,545380032,394431072,388774432,393296544,559826496,457943296,539537600,622812288,P02747,Complement C1q subcomponent subunit C,C1QC,sp|P02747|C1QC_HUMAN Complement C1q subcomponent subunit C OS=Homo sapiens OX=9606 GN=C1QC PE=1 SV=3
598473216,766279808,709766080,657215104,809304832,472486080,167275648,599290112,530224608,446843968,522179936,715949440,563040832,806489728,627001536,P02748,Complement component C9;Complement component C9a;Complement component C9b,C9,sp|P02748|CO9_HUMAN Complement component C9 OS=Homo sapiens OX=9606 GN=C9 PE=1 SV=2
1855546240,1558706688,1694849664,1766085888,2185996544,1802828800,1612664320,1398348544,1821242368,1711050624,1570889088,1315951488,1333975040,1262054912,2149536768,P02749,Beta-2-glycoprotein 1,APOH,sp|P02749|APOH_HUMAN Beta-2-glycoprotein 1 OS=Homo sapiens OX=9606 GN=APOH PE=1 SV=3
452358400,547981504,410961088,484992512,506676480,228972672,127608536,340246176,290229248,419308768,536391424,724677760,616352832,547959360,545619456,P02750,Leucine-rich alpha-2-glycoprotein,LRG1,sp|P02750|A2GL_HUMAN Leucine-rich alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=LRG1 PE=1 SV=2
3936149504,3357414144,2841128960,3840020992,3613978112,4693682176,5367627264,4789704704,3554276096,4226108928,3787175168,3899152896,5060885504,4907593728,5396442112,P02751,Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3,FN1,sp|P02751|FINC_HUMAN Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=4
981727808,701376960,723008768,846947584,593824704,1312343808,1166145408,1105447808,1292962304,804551168,706929152,584923520,564684800,671346304,909049728,P02753,Retinol-binding protein 4;Plasma retinol-binding protein(1-182);Plasma retinol-binding protein(1-181);Plasma retinol-binding protein(1-179);Plasma retinol-binding protein(1-176),RBP4,sp|P02753|RET4_HUMAN Retinol-binding protein 4 OS=Homo sapiens OX=9606 GN=RBP4 PE=1 SV=3
395389504,442572608,453846048,465096896,615386944,334638944,300597664,365889792,497717024,326086080,332377088,403248096,339459072,622586880,615073152,P02760,Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin,AMBP,sp|P02760|AMBP_HUMAN Protein AMBP OS=Homo sapiens OX=9606 GN=AMBP PE=1 SV=1
1092090368,1492655104,1762850048,1613801472,1911415552,1705154816,657242560,1536068608,2000196224,3074436352,1239001984,1939608448,1661785344,1613469312,1327205120,P02763,Alpha-1-acid glycoprotein 1,ORM1,sp|P02763|A1AG1_HUMAN Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1
1955470080,3115772416,4078638336,2940245760,3600486912,1617321856,2331973888,2117133952,3715334400,2212222976,3358380544,3150541824,3846686208,3028999680,3805401344,P02765,Alpha-2-HS-glycoprotein;Alpha-2-HS-glycoprotein chain A;Alpha-2-HS-glycoprotein chain B,AHSG,sp|P02765|FETUA_HUMAN Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2
11487199232,5297113600,9633829888,7774407680,5077415424,38051438592,44572692480,38329028608,30134691840,35854315520,7049995776,5069253120,3456122880,2234492416,6276850688,P02766,Transthyretin,TTR,sp|P02766|TTHY_HUMAN Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1
6597480448,6647409664,7660922880,6286072320,9557668864,5808839168,4271606784,6956896768,6747967488,6853711872,5174631936,6405823488,6039290368,5091100672,6607362048,P02774,Vitamin D-binding protein,GC,sp|P02774|VTDB_HUMAN Vitamin D-binding protein OS=Homo sapiens OX=9606 GN=GC PE=1 SV=2
77389455360,68142477312,82936750080,73345318912,75460640768,70290268160,89764257792,87570448384,90285711360,80068476928,95333294080,82243485696,85332131840,69193908224,73217425408,P02787,Serotransferrin,TF,sp|P02787|TRFE_HUMAN Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=3
10439943168,9085982720,10300135424,9002438656,9153406976,6225470464,4703656960,6736430592,8175793152,8343435264,7163014144,8207904256,7096136704,7048448512,9003624448,P02790,Hemopexin,HPX,sp|P02790|HEMO_HUMAN Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2
69453480,46549232,58980728,47970972,72620392,36883400,29174756,37521200,46647760,46916476,65219660,107889552,101858864,78032016,39914932,P03952,Plasma kallikrein;Plasma kallikrein heavy chain;Plasma kallikrein light chain,KLKB1,sp|P03952|KLKB1_HUMAN Plasma kallikrein OS=Homo sapiens OX=9606 GN=KLKB1 PE=1 SV=1
0,0,0,0,0,15801653,8905033,0,0,0,0,17789822,0,20185794,30358984,P04003,C4b-binding protein alpha chain,C4BPA,sp|P04003|C4BPA_HUMAN C4b-binding protein alpha chain OS=Homo sapiens OX=9606 GN=C4BPA PE=1 SV=2
940208128,761766976,1156921216,789561344,1070252544,665644992,570695168,844980160,1098156288,805313984,710941440,891957824,1141910912,660475264,1100984448,P04004,Vitronectin;Vitronectin V65 subunit;Vitronectin V10 subunit;Somatomedin-B,VTN,sp|P04004|VTNC_HUMAN Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1
0,0,9964799,0,0,8864322,5923769.5,0,0,5921694,0,8850510,0,9235463,8943432,P04066,Tissue alpha-L-fucosidase,FUCA1,sp|P04066|FUCO_HUMAN Tissue alpha-L-fucosidase OS=Homo sapiens OX=9606 GN=FUCA1 PE=1 SV=4
11209532,0,0,0,0,20964024,18781678,15300737,13195377,0,17997122,6080725.5,16420341,0,10373737,P04070,Vitamin K-dependent protein C;Vitamin K-dependent protein C light chain;Vitamin K-dependent protein C heavy chain;Activation peptide,PROC,sp|P04070|PROC_HUMAN Vitamin K-dependent protein C OS=Homo sapiens OX=9606 GN=PROC PE=1 SV=1
129906240,107568264,145848592,152480384,121875016,144873776,134219728,104509320,80671528,74287640,158929664,151083328,179229408,180057520,141213696,P04075,Fructose-bisphosphate aldolase A,ALDOA,sp|P04075|ALDOA_HUMAN Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2
19888738,0,7016655.5,0,14515558,12209240,14789621,9653897,7308360.5,5854292.5,9271152,10005431,7980600,11969419,14394114,P04114,Apolipoprotein B-100;Apolipoprotein B-48,APOB,sp|P04114|APOB_HUMAN Apolipoprotein B-100 OS=Homo sapiens OX=9606 GN=APOB PE=1 SV=2
572115648,567167936,559470144,652614016,653469952,475088864,293416192,427203648,461024448,403874400,202856608,484965376,660622976,841401344,595780416,P04156,Major prion protein,PRNP,sp|P04156|PRIO_HUMAN Major prion protein OS=Homo sapiens OX=9606 GN=PRNP PE=1 SV=1
0,0,0,0,0,10893125,9099567,0,0,7899841.5,0,0,0,0,0,P04179,"Superoxide dismutase [Mn], mitochondrial",SOD2,"sp|P04179|SODM_HUMAN Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens OX=9606 GN=SOD2 PE=1 SV=3"
57710012,58020044,63388348,58613204,59448744,88842800,69149192,64647072,45311948,54016072,52294564,55266672,77842616,63225208,54597224,P04180,Phosphatidylcholine-sterol acyltransferase,LCAT,sp|P04180|LCAT_HUMAN Phosphatidylcholine-sterol acyltransferase OS=Homo sapiens OX=9606 GN=LCAT PE=1 SV=1
591740288,657274240,725569984,523122176,675623872,353907008,404517888,360104608,503564704,467231552,623834880,558283200,594159104,660475264,698373504,P04196,Histidine-rich glycoprotein,HRG,sp|P04196|HRG_HUMAN Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1
436987488,369546688,659812992,535732672,696973056,517405056,457417920,422752352,300726944,597049408,486528736,517196896,521354112,832225984,574701824,P04216,Thy-1 membrane glycoprotein,THY1,sp|P04216|THY1_HUMAN Thy-1 membrane glycoprotein OS=Homo sapiens OX=9606 GN=THY1 PE=1 SV=2
2395563008,2162469632,2427170048,1715686528,2752436480,1376999936,958991424,1643828736,2051346048,2319542528,1880325632,2481826560,2351131136,2231478016,2151080192,P04217,Alpha-1B-glycoprotein,A1BG,sp|P04217|A1BG_HUMAN Alpha-1B-glycoprotein OS=Homo sapiens OX=9606 GN=A1BG PE=1 SV=4
40405360,71233088,70706592,100717744,76693784,67561472,68213488,52928348,55767360,86626768,95186280,87488064,62992744,109981872,65546652,P04406,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,sp|P04406|G3P_HUMAN Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3
0,0,0,0,0,2066327.625,0,3074835,0,1636334.5,0,0,0,0,0,Q99878,Histone H2A type 1-J;Histone H2A type 1-H;Histone H2A.J;Histone H2A type 1-C;Histone H2A type 2-B;Histone H2A type 3;Histone H2A type 1-D;Histone H2A type 1;Histone H2A type 1-B/E;Histone H2AX,HIST1H2AJ;HIST1H2AH;H2AFJ;HIST1H2AC;HIST2H2AB;HIST3H2A;HIST1H2AD;HIST1H2AG;HIST1H2AB;H2AFX,sp|Q99878|H2A1J_HUMAN Histone H2A type 1-J OS=Homo sapiens OX=9606 GN=HIST1H2AJ PE=1 SV=3;sp|Q96KK5|H2A1H_HUMAN Histone H2A type 1-H OS=Homo sapiens OX=9606 GN=HIST1H2AH PE=1 SV=3;sp|Q9BTM1|H2AJ_HUMAN Histone H2A.J OS=Homo sapiens OX=9606 GN=H2AFJ PE=1 SV=
4543417344,3548184064,3746478336,4022361856,3208296192,5009972736,4865451520,5216098816,4826398208,4665418752,4287027200,4432212480,5446516736,3762274816,4390796800,P05060,Secretogranin-1;PE-11;GAWK peptide;CCB peptide,CHGB,sp|P05060|SCG1_HUMAN Secretogranin-1 OS=Homo sapiens OX=9606 GN=CHGB PE=1 SV=2
2179013632,2321923072,2750395648,3074445312,1752764032,2167312384,1878484736,1768225024,1474466560,2142731904,3290998528,2964337920,2499324416,3280898048,2176282112,P05067,Amyloid beta A4 protein;N-APP;Soluble APP-alpha;Soluble APP-beta;C99;Beta-amyloid protein 42;Beta-amyloid protein 40;C83;P3(42);P3(40);C80;Gamma-secretase C-terminal fragment 59;Gamma-secretase C-terminal fragment 57;Gamma-secretase C-terminal fragment 50;C31,APP,sp|P05067|A4_HUMAN Amyloid-beta A4 protein OS=Homo sapiens OX=9606 GN=APP PE=1 SV=3
3510253056,3041652480,1954462464,3034824448,2764270848,4572463616,4416503808,4876182528,5430472704,2978507008,2869830400,2906908160,2124472704,2819680768,3046040832,P05090,Apolipoprotein D,APOD,sp|P05090|APOD_HUMAN Apolipoprotein D OS=Homo sapiens OX=9606 GN=APOD PE=1 SV=1
46185756,49278816,62784784,47187080,82715104,40682752,47126340,48139844,55660268,45921656,35605268,57407008,41820588,30052604,52160832,P05154,Plasma serine protease inhibitor,SERPINA5,sp|P05154|IPSP_HUMAN Plasma serine protease inhibitor OS=Homo sapiens OX=9606 GN=SERPINA5 PE=1 SV=3
2354774016,2521855488,1973959296,2064072576,2254185984,1569128704,1412005376,1228420224,1297894144,1463390208,2459596544,2616976128,2498854656,2586622976,2705607424,P05155,Plasma protease C1 inhibitor,SERPING1,sp|P05155|IC1_HUMAN Plasma protease C1 inhibitor OS=Homo sapiens OX=9606 GN=SERPING1 PE=1 SV=2
305852096,266489888,331405504,271594112,347693632,250034192,183127696,279366976,246984432,266720752,299663104,357304288,364024896,235620256,304648192,P05156,Complement factor I;Complement factor I heavy chain;Complement factor I light chain,CFI,sp|P05156|CFAI_HUMAN Complement factor I OS=Homo sapiens OX=9606 GN=CFI PE=1 SV=2
976847744,804379072,917738304,1013780928,928311232,826503424,845428992,820325696,784071296,966105088,1021541888,1185608704,1456193536,1332895488,1011025344,P05408,Neuroendocrine protein 7B2;N-terminal peptide;C-terminal peptide,SCG5,sp|P05408|7B2_HUMAN Neuroendocrine protein 7B2 OS=Homo sapiens OX=9606 GN=SCG5 PE=1 SV=2
1207698304,1021091008,663446336,1280411776,973423808,1233064192,1185155200,962482112,843774208,997423168,1703754112,1224999936,1527730304,1266162176,864797760,P05452,Tetranectin,CLEC3B,sp|P05452|TETN_HUMAN Tetranectin OS=Homo sapiens OX=9606 GN=CLEC3B PE=1 SV=3
195045952,222756384,219408224,205276144,191960496,171260448,162005712,190581024,189352848,202140976,159940384,193887472,162369184,151960560,156440592,P05543,Thyroxine-binding globulin,SERPINA7,sp|P05543|THBG_HUMAN Thyroxine-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA7 PE=1 SV=2
661705280,572460288,692890048,523782528,544759424,477645696,395171424,432254432,422105504,450616352,666285568,674230656,643502080,667182528,691053312,P05546,Heparin cofactor 2,SERPIND1,sp|P05546|HEP2_HUMAN Heparin cofactor 2 OS=Homo sapiens OX=9606 GN=SERPIND1 PE=1 SV=3
90127200,195610992,120780744,119761280,0,164362576,104087080,77401432,83188152,135805632,0,86572224,0,131335784,112828088,P06312,Ig kappa chain V-IV region,IGKV4-1,sp|P06312|KV401_HUMAN Immunoglobulin kappa variable 4-1 OS=Homo sapiens OX=9606 GN=IGKV4-1 PE=1 SV=1
103887936,107405528,120907808,0,0,114771448,83911352,89616248,89061216,226708448,0,0,0,126327952,0,P06331,Ig heavy chain V-II region ARH-77;Ig heavy chain V-II region NEWM;Ig heavy chain V-II region WAH,IGHV4-61,sp|P06331|HV434_HUMAN Immunoglobulin heavy variable 4-34 OS=Homo sapiens OX=9606 GN=IGHV4-34 PE=1 SV=2;sp|P0DP08|HVD82_HUMAN Immunoglobulin heavy variable 4-38-2 OS=Homo sapiens OX=9606 GN=IGHV4-38-2 PE=3 SV=1;sp|P0DP06|HVD34_HUMAN Immunoglobulin heavy var
202397360,201983664,213531392,204302672,234221008,164987984,129161000,151343760,167793840,168325408,219028288,246884784,240937504,173546208,200668272,P06681,Complement C2;Complement C2b fragment;Complement C2a fragment,C2,sp|P06681|CO2_HUMAN Complement C2 OS=Homo sapiens OX=9606 GN=C2 PE=1 SV=2
4707303936,2845549056,3869375488,4879534080,5024397824,2539429888,2381927424,2962728704,3179036672,3003064064,4701426688,5485935104,4088821504,5903129600,5135163904,P06727,Apolipoprotein A-IV,APOA4,sp|P06727|APOA4_HUMAN Apolipoprotein A-IV OS=Homo sapiens OX=9606 GN=APOA4 PE=1 SV=3
97421200,46356412,41945864,55826968,37810792,37462820,37386988,27923208,25753848,34211608,24977592,17857118,32691784,27884054,11341679,P06733,Alpha-enolase,ENO1,sp|P06733|ENOA_HUMAN Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2
49899300,0,0,65259268,47351660,15722558,16011529,0,11223503,26543542,0,0,28379850,0,0,P06865,Beta-hexosaminidase subunit alpha,HEXA,sp|P06865|HEXA_HUMAN Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2
0,32752260,58099204,0,0,0,0,0,0,0,53219536,0,0,40298112,55580600,P07108,Acyl-CoA-binding protein,DBI,sp|P07108|ACBP_HUMAN Acyl-CoA-binding protein OS=Homo sapiens OX=9606 GN=DBI PE=1 SV=2
250039312,186161376,194582592,213206688,198306080,183097216,170370016,202256288,162509776,185860176,271668960,276042432,316678176,269420256,271552928,P07195,L-lactate dehydrogenase B chain,LDHB,sp|P07195|LDHB_HUMAN L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2
709749120,450148704,465897504,561656576,536002016,415711968,413452512,429196992,432603200,368449568,531062112,551882432,629692608,472220224,602549440,P07225,Vitamin K-dependent protein S,PROS1,sp|P07225|PROS_HUMAN Vitamin K-dependent protein S OS=Homo sapiens OX=9606 GN=PROS1 PE=1 SV=1
88840640,96042752,95837976,133681808,128090424,121218664,93859808,75009432,85531464,165514416,101952040,136665152,80815872,102716944,111081824,P07333,Macrophage colony-stimulating factor 1 receptor,CSF1R,sp|P07333|CSF1R_HUMAN Macrophage colony-stimulating factor 1 receptor OS=Homo sapiens OX=9606 GN=CSF1R PE=1 SV=2
621072896,353915840,564890304,460261472,394486688,448766592,420010880,336034688,258975744,317287328,507631552,446737888,370765216,202140560,386868128,P07339,Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain,CTSD,sp|P07339|CATD_HUMAN Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1
80583680,80768848,139981696,91268400,106594488,64456508,57820408,71232576,82740064,69040800,96677872,141095088,88603656,107677664,134647568,P07357,Complement component C8 alpha chain,C8A,sp|P07357|CO8A_HUMAN Complement component C8 alpha chain OS=Homo sapiens OX=9606 GN=C8A PE=1 SV=2
63182468,63972888,91577272,77049648,79650008,53453016,35908448,53796124,74518056,51540512,49026536,70314792,89190792,65269412,63015452,P07358,Complement component C8 beta chain,C8B,sp|P07358|CO8B_HUMAN Complement component C8 beta chain OS=Homo sapiens OX=9606 GN=C8B PE=1 SV=3
53899908,56231320,81398048,47579028,72234592,55519620,44366752,62905528,75008416,66398040,59519756,80437104,51428496,66424340,85425848,P07360,Complement component C8 gamma chain,C8G,sp|P07360|CO8G_HUMAN Complement component C8 gamma chain OS=Homo sapiens OX=9606 GN=C8G PE=1 SV=3
50854436,40459640,44391896,48631320,42459332,29655346,35673996,26890568,52749100,39162724,47118400,57996484,39082180,34431156,53073652,P07585,Decorin,DCN,sp|P07585|PGS2_HUMAN Decorin OS=Homo sapiens OX=9606 GN=DCN PE=1 SV=1
921575168,806594432,1113261952,1030907328,801943872,1036428800,992438080,746737088,815846144,812910976,1133273472,1036088832,1021806144,897489728,1046237312,P07602,Prosaposin;Saposin-A;Saposin-B-Val;Saposin-B;Saposin-C;Saposin-D,PSAP,sp|P07602|SAP_HUMAN Prosaposin OS=Homo sapiens OX=9606 GN=PSAP PE=1 SV=2
16662415,11974335,18676998,17745212,28196556,15630586,15998856,0,0,0,18631738,16739894,14992424,11668723,18058182,P07686,Beta-hexosaminidase subunit beta;Beta-hexosaminidase subunit beta chain B;Beta-hexosaminidase subunit beta chain A,HEXB,sp|P07686|HEXB_HUMAN Beta-hexosaminidase subunit beta OS=Homo sapiens OX=9606 GN=HEXB PE=1 SV=3
38612524,31284904,56733236,59416268,43763480,52593080,50934636,30432114,31297188,46754504,29072886,54282524,50681660,48260140,0,P07711,Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain,CTSL,sp|P07711|CATL1_HUMAN Cathepsin L1 OS=Homo sapiens OX=9606 GN=CTSL PE=1 SV=2
10762497,13684837,5052484.5,10755978,5431973,16249555,15186715,14168431,0,5779263,6150752.5,0,5235852,6710448.5,13201495,P07737,Profilin-1,PFN1,sp|P07737|PROF1_HUMAN Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2
